2018-12-04 23:36:41.532493  

 Train one epoch   1 / 100
2018-12-05 06:11:31.942317  [Epoch 32] Validation indivisual [2] class recall: 0.000000
2018-12-05 06:11:31.944178  

 Train one epoch  34 / 100
2018-12-05 06:22:42.553364  [Epoch 33] mean loss: 3.459318
2018-12-05 06:22:42.554937  [Epoch 33] heading rmse[deg]: 105.518464
2018-12-05 06:22:42.556459  [Epoch 33] class accuracy: 0.445753
2018-12-05 06:22:42.559087  [Epoch 33] avg class acc: 0.333984
2018-12-05 06:22:42.560851  [Epoch 33] indivisual [0] class recall: 0.378294
2018-12-05 06:22:42.562654  [Epoch 33] indivisual [0] class precision: 0.439032
2018-12-05 06:22:42.564445  [Epoch 33] indivisual [1] class recall: 0.622213
2018-12-05 06:22:42.566364  [Epoch 33] indivisual [1] class precision: 0.451486
2018-12-05 06:22:42.568458  [Epoch 33] indivisual [2] class recall: 0.001444
2018-12-05 06:22:42.570186  [Epoch 33] indivisual [2] class precision: 0.061905
2018-12-05 06:22:42.571908   Evaluation one (validation set) epoch  34 / 100
2018-12-05 06:23:29.249090  [Epoch 33] Validation mean loss: 6.913845
2018-12-05 06:23:29.250833  [Epoch 33] Validation heading rmse[deg]: 117.172673
2018-12-05 06:23:29.252500  [Epoch 33] Validation class accuracy: 0.441382
2018-12-05 06:23:29.254285  [Epoch 33] Validation avg class acc: 0.083641
2018-12-05 06:23:29.256162  [Epoch 33] Validation indivisual [0] class recall: 0.245484
2018-12-05 06:23:29.258099  [Epoch 33] Validation indivisual [0] class precision: 0.439199
2018-12-05 06:23:29.259903  [Epoch 33] Validation indivisual [1] class recall: 0.005440
2018-12-05 06:23:29.261713  [Epoch 33] Validation indivisual [1] class precision: 0.565591
2018-12-05 06:23:29.263482  [Epoch 33] Validation indivisual [2] class recall: 0.000000
2018-12-05 06:23:29.265278  

 Train one epoch  35 / 100
2018-12-05 06:34:40.801881  [Epoch 34] mean loss: 3.456754
2018-12-05 06:34:40.803869  [Epoch 34] heading rmse[deg]: 105.480149
2018-12-05 06:34:40.805673  [Epoch 34] class accuracy: 0.446025
2018-12-05 06:34:40.807672  [Epoch 34] avg class acc: 0.334505
2018-12-05 06:34:40.809869  [Epoch 34] indivisual [0] class recall: 0.401154
2018-12-05 06:34:40.811833  [Epoch 34] indivisual [0] class precision: 0.439608
2018-12-05 06:34:40.813650  [Epoch 34] indivisual [1] class recall: 0.600248
2018-12-05 06:34:40.815457  [Epoch 34] indivisual [1] class precision: 0.451579
2018-12-05 06:34:40.817250  [Epoch 34] indivisual [2] class recall: 0.002111
2018-12-05 06:34:40.818955  [Epoch 34] indivisual [2] class precision: 0.107955
2018-12-05 06:34:40.820685   Evaluation one (validation set) epoch  35 / 100
2018-12-05 06:35:27.604056  [Epoch 34] Validation mean loss: 6.373924
2018-12-05 06:35:27.605923  [Epoch 34] Validation heading rmse[deg]: 114.801266
2018-12-05 06:35:27.608618  [Epoch 34] Validation class accuracy: 0.435475
2018-12-05 06:35:27.611031  [Epoch 34] Validation avg class acc: 0.082546
2018-12-05 06:35:27.613382  [Epoch 34] Validation indivisual [0] class recall: 0.245114
2018-12-05 06:35:27.615843  [Epoch 34] Validation indivisual [0] class precision: 0.436423
2018-12-05 06:35:27.618036  [Epoch 34] Validation indivisual [1] class recall: 0.002523
2018-12-05 06:35:27.620216  [Epoch 34] Validation indivisual [1] class precision: 0.360947
2018-12-05 06:35:27.622326  [Epoch 34] Validation indivisual [2] class recall: 0.000000
2018-12-05 06:35:27.624507  

 Train one epoch  36 / 100
2018-12-05 06:46:38.936279  [Epoch 35] mean loss: 3.447288
2018-12-05 06:46:38.938319  [Epoch 35] heading rmse[deg]: 105.339993
2018-12-05 06:46:38.940182  [Epoch 35] class accuracy: 0.449839
2018-12-05 06:46:38.942087  [Epoch 35] avg class acc: 0.337496
2018-12-05 06:46:38.943941  [Epoch 35] indivisual [0] class recall: 0.399887
2018-12-05 06:46:38.945709  [Epoch 35] indivisual [0] class precision: 0.444417
2018-12-05 06:46:38.947407  [Epoch 35] indivisual [1] class recall: 0.609823
2018-12-05 06:46:38.949062  [Epoch 35] indivisual [1] class precision: 0.454555
2018-12-05 06:46:38.950702  [Epoch 35] indivisual [2] class recall: 0.002778
2018-12-05 06:46:38.952331  [Epoch 35] indivisual [2] class precision: 0.138889
2018-12-05 06:46:38.953871   Evaluation one (validation set) epoch  36 / 100
2018-12-05 06:47:25.765828  [Epoch 35] Validation mean loss: 8.930971
2018-12-05 06:47:25.767763  [Epoch 35] Validation heading rmse[deg]: 119.828976
2018-12-05 06:47:25.769539  [Epoch 35] Validation class accuracy: 0.438039
2018-12-05 06:47:25.771364  [Epoch 35] Validation avg class acc: 0.083013
2018-12-05 06:47:25.772934  [Epoch 35] Validation indivisual [0] class recall: 0.244861
2018-12-05 06:47:25.774531  [Epoch 35] Validation indivisual [0] class precision: 0.438020
2018-12-05 06:47:25.776247  [Epoch 35] Validation indivisual [1] class recall: 0.004178
2018-12-05 06:47:25.777839  [Epoch 35] Validation indivisual [1] class precision: 0.439130
2018-12-05 06:47:25.779403  [Epoch 35] Validation indivisual [2] class recall: 0.000000
2018-12-05 06:47:25.781018  

 Train one epoch  37 / 100
2018-12-05 06:58:37.078848  [Epoch 36] mean loss: 3.439696
2018-12-05 06:58:37.080828  [Epoch 36] heading rmse[deg]: 105.210326
2018-12-05 06:58:37.082602  [Epoch 36] class accuracy: 0.447090
2018-12-05 06:58:37.084911  [Epoch 36] avg class acc: 0.335354
2018-12-05 06:58:37.086622  [Epoch 36] indivisual [0] class recall: 0.393131
2018-12-05 06:58:37.088421  [Epoch 36] indivisual [0] class precision: 0.439548
2018-12-05 06:58:37.090074  [Epoch 36] indivisual [1] class recall: 0.610375
2018-12-05 06:58:37.091979  [Epoch 36] indivisual [1] class precision: 0.453409
2018-12-05 06:58:37.094041  [Epoch 36] indivisual [2] class recall: 0.002556
2018-12-05 06:58:37.095818  [Epoch 36] indivisual [2] class precision: 0.112195
2018-12-05 06:58:37.097552   Evaluation one (validation set) epoch  37 / 100
2018-12-05 06:59:23.891273  [Epoch 36] Validation mean loss: 11.313914
2018-12-05 06:59:23.893185  [Epoch 36] Validation heading rmse[deg]: 112.151196
2018-12-05 06:59:23.894911  [Epoch 36] Validation class accuracy: 0.439227
2018-12-05 06:59:23.896863  [Epoch 36] Validation avg class acc: 0.083269
2018-12-05 06:59:23.898527  [Epoch 36] Validation indivisual [0] class recall: 0.248959
2018-12-05 06:59:23.900236  [Epoch 36] Validation indivisual [0] class precision: 0.438862
2018-12-05 06:59:23.902100  [Epoch 36] Validation indivisual [1] class recall: 0.000848
2018-12-05 06:59:23.904020  [Epoch 36] Validation indivisual [1] class precision: 0.577465
2018-12-05 06:59:23.905825  [Epoch 36] Validation indivisual [2] class recall: 0.000000
2018-12-05 06:59:23.907612  

 Train one epoch  38 / 100
2018-12-05 07:10:34.949713  [Epoch 37] mean loss: 3.436757
2018-12-05 07:10:34.951477  [Epoch 37] heading rmse[deg]: 105.064847
2018-12-05 07:10:34.953085  [Epoch 37] class accuracy: 0.445319
2018-12-05 07:10:34.954769  [Epoch 37] avg class acc: 0.334213
2018-12-05 07:10:34.956280  [Epoch 37] indivisual [0] class recall: 0.394200
2018-12-05 07:10:34.957780  [Epoch 37] indivisual [0] class precision: 0.438330
2018-12-05 07:10:34.959239  [Epoch 37] indivisual [1] class recall: 0.605215
2018-12-05 07:10:34.960698  [Epoch 37] indivisual [1] class precision: 0.451361
2018-12-05 07:10:34.962108  [Epoch 37] indivisual [2] class recall: 0.003222
2018-12-05 07:10:34.963609  [Epoch 37] indivisual [2] class precision: 0.130045
2018-12-05 07:10:34.965014   Evaluation one (validation set) epoch  38 / 100
2018-12-05 07:11:21.660335  [Epoch 37] Validation mean loss: 7.238736
2018-12-05 07:11:21.662220  [Epoch 37] Validation heading rmse[deg]: 116.892706
2018-12-05 07:11:21.664136  [Epoch 37] Validation class accuracy: 0.439636
2018-12-05 07:11:21.665960  [Epoch 37] Validation avg class acc: 0.083332
2018-12-05 07:11:21.667958  [Epoch 37] Validation indivisual [0] class recall: 0.248157
2018-12-05 07:11:21.670010  [Epoch 37] Validation indivisual [0] class precision: 0.438890
2018-12-05 07:11:21.671913  [Epoch 37] Validation indivisual [1] class recall: 0.001841
2018-12-05 07:11:21.673714  [Epoch 37] Validation indivisual [1] class precision: 0.566879
2018-12-05 07:11:21.675427  [Epoch 37] Validation indivisual [2] class recall: 0.000000
2018-12-05 07:11:21.677093  

 Train one epoch  39 / 100
2018-12-05 07:22:32.460351  [Epoch 38] mean loss: 3.432442
2018-12-05 07:22:32.462317  [Epoch 38] heading rmse[deg]: 105.067362
2018-12-05 07:22:32.464189  [Epoch 38] class accuracy: 0.447722
2018-12-05 07:22:32.466110  [Epoch 38] avg class acc: 0.335426
2018-12-05 07:22:32.467998  [Epoch 38] indivisual [0] class recall: 0.392089
2018-12-05 07:22:32.469740  [Epoch 38] indivisual [0] class precision: 0.441440
2018-12-05 07:22:32.471446  [Epoch 38] indivisual [1] class recall: 0.613190
2018-12-05 07:22:32.473277  [Epoch 38] indivisual [1] class precision: 0.453066
2018-12-05 07:22:32.475086  [Epoch 38] indivisual [2] class recall: 0.001000
2018-12-05 07:22:32.476920  [Epoch 38] indivisual [2] class precision: 0.055215
2018-12-05 07:22:32.478577   Evaluation one (validation set) epoch  39 / 100
2018-12-05 07:23:19.095021  [Epoch 38] Validation mean loss: 15.505739
2018-12-05 07:23:19.096897  [Epoch 38] Validation heading rmse[deg]: 113.853108
2018-12-05 07:23:19.098653  [Epoch 38] Validation class accuracy: 0.433135
2018-12-05 07:23:19.100431  [Epoch 38] Validation avg class acc: 0.081941
2018-12-05 07:23:19.102354  [Epoch 38] Validation indivisual [0] class recall: 0.221356
2018-12-05 07:23:19.104335  [Epoch 38] Validation indivisual [0] class precision: 0.429861
2018-12-05 07:23:19.106099  [Epoch 38] Validation indivisual [1] class recall: 0.024468
2018-12-05 07:23:19.107885  [Epoch 38] Validation indivisual [1] class precision: 0.464468
2018-12-05 07:23:19.109582  [Epoch 38] Validation indivisual [2] class recall: 0.000000
2018-12-05 07:23:19.111307  

 Train one epoch  40 / 100
2018-12-05 07:34:29.804719  [Epoch 39] mean loss: 3.429382
2018-12-05 07:34:29.806895  [Epoch 39] heading rmse[deg]: 105.024028
2018-12-05 07:34:29.809032  [Epoch 39] class accuracy: 0.446100
2018-12-05 07:34:29.810946  [Epoch 39] avg class acc: 0.334117
2018-12-05 07:34:29.812664  [Epoch 39] indivisual [0] class recall: 0.397410
2018-12-05 07:34:29.814324  [Epoch 39] indivisual [0] class precision: 0.437448
2018-12-05 07:34:29.816121  [Epoch 39] indivisual [1] class recall: 0.604498
2018-12-05 07:34:29.817772  [Epoch 39] indivisual [1] class precision: 0.452989
2018-12-05 07:34:29.819392  [Epoch 39] indivisual [2] class recall: 0.000444
2018-12-05 07:34:29.821057  [Epoch 39] indivisual [2] class precision: 0.030769
2018-12-05 07:34:29.822560   Evaluation one (validation set) epoch  40 / 100
2018-12-05 07:35:16.583889  [Epoch 39] Validation mean loss: 8.901945
2018-12-05 07:35:16.585784  [Epoch 39] Validation heading rmse[deg]: 109.125726
2018-12-05 07:35:16.587567  [Epoch 39] Validation class accuracy: 0.439859
2018-12-05 07:35:16.589427  [Epoch 39] Validation avg class acc: 0.083378
2018-12-05 07:35:16.591352  [Epoch 39] Validation indivisual [0] class recall: 0.248542
2018-12-05 07:35:16.593217  [Epoch 39] Validation indivisual [0] class precision: 0.439037
2018-12-05 07:35:16.594906  [Epoch 39] Validation indivisual [1] class recall: 0.001593
2018-12-05 07:35:16.596620  [Epoch 39] Validation indivisual [1] class precision: 0.616000
2018-12-05 07:35:16.598342  [Epoch 39] Validation indivisual [2] class recall: 0.000000
2018-12-05 07:35:17.458830  Model saved in file: /home/gozilla/kyungpyo/git/MasterThesisProject/Network/notebook/train_log_20181204/model_2_out5_1/model.ckpt
2018-12-05 07:35:17.460902  

 Train one epoch  41 / 100
2018-12-05 07:46:28.374953  [Epoch 40] mean loss: 3.427268
2018-12-05 07:46:28.376822  [Epoch 40] heading rmse[deg]: 104.982470
2018-12-05 07:46:28.378573  [Epoch 40] class accuracy: 0.447499
2018-12-05 07:46:28.380413  [Epoch 40] avg class acc: 0.335307
2018-12-05 07:46:28.382083  [Epoch 40] indivisual [0] class recall: 0.390709
2018-12-05 07:46:28.383815  [Epoch 40] indivisual [0] class precision: 0.437681
2018-12-05 07:46:28.385400  [Epoch 40] indivisual [1] class recall: 0.613990
2018-12-05 07:46:28.387407  [Epoch 40] indivisual [1] class precision: 0.455040
2018-12-05 07:46:28.389446  [Epoch 40] indivisual [2] class recall: 0.001222
2018-12-05 07:46:28.391112  [Epoch 40] indivisual [2] class precision: 0.071895
2018-12-05 07:46:28.392832   Evaluation one (validation set) epoch  41 / 100
2018-12-05 07:47:15.191180  [Epoch 40] Validation mean loss: 8.583964
2018-12-05 07:47:15.193005  [Epoch 40] Validation heading rmse[deg]: 112.652297
2018-12-05 07:47:15.194662  [Epoch 40] Validation class accuracy: 0.438522
2018-12-05 07:47:15.196471  [Epoch 40] Validation avg class acc: 0.083132
2018-12-05 07:47:15.198155  [Epoch 40] Validation indivisual [0] class recall: 0.249356
2018-12-05 07:47:15.200049  [Epoch 40] Validation indivisual [0] class precision: 0.438659
2018-12-05 07:47:15.201636  [Epoch 40] Validation indivisual [1] class recall: 0.000041
2018-12-05 07:47:15.203384  [Epoch 40] Validation indivisual [1] class precision: 0.153846
2018-12-05 07:47:15.205302  [Epoch 40] Validation indivisual [2] class recall: 0.000000
2018-12-05 07:47:15.207087  

 Train one epoch  42 / 100
2018-12-05 07:58:25.830115  [Epoch 41] mean loss: 3.420091
2018-12-05 07:58:25.832086  [Epoch 41] heading rmse[deg]: 104.949987
2018-12-05 07:58:25.834035  [Epoch 41] class accuracy: 0.447400
2018-12-05 07:58:25.836216  [Epoch 41] avg class acc: 0.335344
2018-12-05 07:58:25.838044  [Epoch 41] indivisual [0] class recall: 0.365287
2018-12-05 07:58:25.839730  [Epoch 41] indivisual [0] class precision: 0.433222
2018-12-05 07:58:25.841382  [Epoch 41] indivisual [1] class recall: 0.638411
2018-12-05 07:58:25.842953  [Epoch 41] indivisual [1] class precision: 0.456809
2018-12-05 07:58:25.844552  [Epoch 41] indivisual [2] class recall: 0.002333
2018-12-05 07:58:25.846403  [Epoch 41] indivisual [2] class precision: 0.128834
2018-12-05 07:58:25.848395   Evaluation one (validation set) epoch  42 / 100
2018-12-05 07:59:12.562626  [Epoch 41] Validation mean loss: 12.979673
2018-12-05 07:59:12.564591  [Epoch 41] Validation heading rmse[deg]: 113.449539
2018-12-05 07:59:12.566297  [Epoch 41] Validation class accuracy: 0.443239
2018-12-05 07:59:12.568129  [Epoch 41] Validation avg class acc: 0.083969
2018-12-05 07:59:12.569827  [Epoch 41] Validation indivisual [0] class recall: 0.243366
2018-12-05 07:59:12.571489  [Epoch 41] Validation indivisual [0] class precision: 0.439976
2018-12-05 07:59:12.573196  [Epoch 41] Validation indivisual [1] class recall: 0.008542
2018-12-05 07:59:12.574716  [Epoch 41] Validation indivisual [1] class precision: 0.558863
2018-12-05 07:59:12.576247  [Epoch 41] Validation indivisual [2] class recall: 0.000000
2018-12-05 07:59:12.577753  

 Train one epoch  43 / 100
2018-12-05 08:10:23.443637  [Epoch 42] mean loss: 3.421662
2018-12-05 08:10:23.445592  [Epoch 42] heading rmse[deg]: 104.922254
2018-12-05 08:10:23.447455  [Epoch 42] class accuracy: 0.456761
2018-12-05 08:10:23.449322  [Epoch 42] avg class acc: 0.342400
2018-12-05 08:10:23.450886  [Epoch 42] indivisual [0] class recall: 0.384938
2018-12-05 08:10:23.452639  [Epoch 42] indivisual [0] class precision: 0.444679
2018-12-05 08:10:23.454399  [Epoch 42] indivisual [1] class recall: 0.640039
2018-12-05 08:10:23.456320  [Epoch 42] indivisual [1] class precision: 0.465726
2018-12-05 08:10:23.458584  [Epoch 42] indivisual [2] class recall: 0.002222
2018-12-05 08:10:23.460537  [Epoch 42] indivisual [2] class precision: 0.096154
2018-12-05 08:10:23.462318   Evaluation one (validation set) epoch  43 / 100
2018-12-05 08:11:10.296340  [Epoch 42] Validation mean loss: 11.913061
2018-12-05 08:11:10.299202  [Epoch 42] Validation heading rmse[deg]: 113.184350
2018-12-05 08:11:10.301330  [Epoch 42] Validation class accuracy: 0.442125
2018-12-05 08:11:10.303309  [Epoch 42] Validation avg class acc: 0.083735
2018-12-05 08:11:10.305145  [Epoch 42] Validation indivisual [0] class recall: 0.239066
2018-12-05 08:11:10.306845  [Epoch 42] Validation indivisual [0] class precision: 0.439128
2018-12-05 08:11:10.308838  [Epoch 42] Validation indivisual [1] class recall: 0.012140
2018-12-05 08:11:10.310565  [Epoch 42] Validation indivisual [1] class precision: 0.509107
2018-12-05 08:11:10.312174  [Epoch 42] Validation indivisual [2] class recall: 0.000000
2018-12-05 08:11:10.313722  

 Train one epoch  44 / 100
2018-12-05 08:22:20.715030  [Epoch 43] mean loss: 3.419288
2018-12-05 08:22:20.716876  [Epoch 43] heading rmse[deg]: 104.910080
2018-12-05 08:22:20.718612  [Epoch 43] class accuracy: 0.454742
2018-12-05 08:22:20.720524  [Epoch 43] avg class acc: 0.341630
2018-12-05 08:22:20.722634  [Epoch 43] indivisual [0] class recall: 0.356363
2018-12-05 08:22:20.724728  [Epoch 43] indivisual [0] class precision: 0.434938
2018-12-05 08:22:20.726481  [Epoch 43] indivisual [1] class recall: 0.662638
2018-12-05 08:22:20.728209  [Epoch 43] indivisual [1] class precision: 0.467371
2018-12-05 08:22:20.729926  [Epoch 43] indivisual [2] class recall: 0.005889
2018-12-05 08:22:20.731667  [Epoch 43] indivisual [2] class precision: 0.192029
2018-12-05 08:22:20.733324   Evaluation one (validation set) epoch  44 / 100
2018-12-05 08:23:07.410035  [Epoch 43] Validation mean loss: 5.967792
2018-12-05 08:23:07.411834  [Epoch 43] Validation heading rmse[deg]: 107.978532
2018-12-05 08:23:07.413447  [Epoch 43] Validation class accuracy: 0.439450
2018-12-05 08:23:07.415136  [Epoch 43] Validation avg class acc: 0.083212
2018-12-05 08:23:07.416702  [Epoch 43] Validation indivisual [0] class recall: 0.234560
2018-12-05 08:23:07.418319  [Epoch 43] Validation indivisual [0] class precision: 0.435829
2018-12-05 08:23:07.420010  [Epoch 43] Validation indivisual [1] class recall: 0.015076
2018-12-05 08:23:07.421485  [Epoch 43] Validation indivisual [1] class precision: 0.503106
2018-12-05 08:23:07.422953  [Epoch 43] Validation indivisual [2] class recall: 0.000000
2018-12-05 08:23:07.424413  

 Train one epoch  45 / 100
2018-12-05 08:34:20.369200  [Epoch 44] mean loss: 3.418790
2018-12-05 08:34:20.371083  [Epoch 44] heading rmse[deg]: 104.930854
2018-12-05 08:34:20.372852  [Epoch 44] class accuracy: 0.455324
2018-12-05 08:34:20.374775  [Epoch 44] avg class acc: 0.342868
2018-12-05 08:34:20.376460  [Epoch 44] indivisual [0] class recall: 0.377224
2018-12-05 08:34:20.378220  [Epoch 44] indivisual [0] class precision: 0.427646
2018-12-05 08:34:20.379881  [Epoch 44] indivisual [1] class recall: 0.642826
2018-12-05 08:34:20.381420  [Epoch 44] indivisual [1] class precision: 0.475390
2018-12-05 08:34:20.382851  [Epoch 44] indivisual [2] class recall: 0.008556
2018-12-05 08:34:20.384334  [Epoch 44] indivisual [2] class precision: 0.181604
2018-12-05 08:34:20.385854   Evaluation one (validation set) epoch  45 / 100
2018-12-05 08:35:06.848364  [Epoch 44] Validation mean loss: 5.287782
2018-12-05 08:35:06.850283  [Epoch 44] Validation heading rmse[deg]: 107.564943
2018-12-05 08:35:06.852085  [Epoch 44] Validation class accuracy: 0.467162
2018-12-05 08:35:06.854058  [Epoch 44] Validation avg class acc: 0.086816
2018-12-05 08:35:06.855842  [Epoch 44] Validation indivisual [0] class recall: 0.016797
2018-12-05 08:35:06.857517  [Epoch 44] Validation indivisual [0] class precision: 0.665829
2018-12-05 08:35:06.859092  [Epoch 44] Validation indivisual [1] class recall: 0.243651
2018-12-05 08:35:06.860597  [Epoch 44] Validation indivisual [1] class precision: 0.457941
2018-12-05 08:35:06.862087  [Epoch 44] Validation indivisual [2] class recall: 0.000000
2018-12-05 08:35:06.863672  

 Train one epoch  46 / 100
2018-12-05 08:46:16.828924  [Epoch 45] mean loss: 3.413839
2018-12-05 08:46:16.830830  [Epoch 45] heading rmse[deg]: 104.740161
2018-12-05 08:46:16.832508  [Epoch 45] class accuracy: 0.460674
2018-12-05 08:46:16.834236  [Epoch 45] avg class acc: 0.348178
2018-12-05 08:46:16.835909  [Epoch 45] indivisual [0] class recall: 0.335135
2018-12-05 08:46:16.837790  [Epoch 45] indivisual [0] class precision: 0.422892
2018-12-05 08:46:16.839935  [Epoch 45] indivisual [1] class recall: 0.694398
2018-12-05 08:46:16.842056  [Epoch 45] indivisual [1] class precision: 0.482967
2018-12-05 08:46:16.843919  [Epoch 45] indivisual [2] class recall: 0.015000
2018-12-05 08:46:16.845732  [Epoch 45] indivisual [2] class precision: 0.266798
2018-12-05 08:46:16.847602   Evaluation one (validation set) epoch  46 / 100
2018-12-05 08:47:03.203208  [Epoch 45] Validation mean loss: 4.650364
2018-12-05 08:47:03.204952  [Epoch 45] Validation heading rmse[deg]: 106.852534
2018-12-05 08:47:03.206504  [Epoch 45] Validation class accuracy: 0.465750
2018-12-05 08:47:03.208173  [Epoch 45] Validation avg class acc: 0.086566
2018-12-05 08:47:03.209691  [Epoch 45] Validation indivisual [0] class recall: 0.018233
2018-12-05 08:47:03.211200  [Epoch 45] Validation indivisual [0] class precision: 0.635962
2018-12-05 08:47:03.212699  [Epoch 45] Validation indivisual [1] class recall: 0.241463
2018-12-05 08:47:03.214208  [Epoch 45] Validation indivisual [1] class precision: 0.457735
2018-12-05 08:47:03.215735  [Epoch 45] Validation indivisual [2] class recall: 0.000000
2018-12-05 08:47:03.217228  [Epoch 45] Validation indivisual [2] class precision: 0.000000
2018-12-05 08:47:03.218714  

 Train one epoch  47 / 100
2018-12-05 08:58:16.331126  [Epoch 46] mean loss: 3.411522
2018-12-05 08:58:16.333015  [Epoch 46] heading rmse[deg]: 104.789975
2018-12-05 08:58:16.334655  [Epoch 46] class accuracy: 0.467459
2018-12-05 08:58:16.336624  [Epoch 46] avg class acc: 0.356123
2018-12-05 08:58:16.338230  [Epoch 46] indivisual [0] class recall: 0.353350
2018-12-05 08:58:16.339979  [Epoch 46] indivisual [0] class precision: 0.424264
2018-12-05 08:58:16.341909  [Epoch 46] indivisual [1] class recall: 0.688907
2018-12-05 08:58:16.343543  [Epoch 46] indivisual [1] class precision: 0.494396
2018-12-05 08:58:16.345248  [Epoch 46] indivisual [2] class recall: 0.026111
2018-12-05 08:58:16.346873  [Epoch 46] indivisual [2] class precision: 0.346097
2018-12-05 08:58:16.348593   Evaluation one (validation set) epoch  47 / 100
2018-12-05 08:59:03.556675  [Epoch 46] Validation mean loss: 10.290792
2018-12-05 08:59:03.558891  [Epoch 46] Validation heading rmse[deg]: 108.900917
2018-12-05 08:59:03.560706  [Epoch 46] Validation class accuracy: 0.467088
2018-12-05 08:59:03.562773  [Epoch 46] Validation avg class acc: 0.088040
2018-12-05 08:59:03.564718  [Epoch 46] Validation indivisual [0] class recall: 0.026431
2018-12-05 08:59:03.566481  [Epoch 46] Validation indivisual [0] class precision: 0.620844
2018-12-05 08:59:03.568213  [Epoch 46] Validation indivisual [1] class recall: 0.233020
2018-12-05 08:59:03.569890  [Epoch 46] Validation indivisual [1] class precision: 0.461139
2018-12-05 08:59:03.571792  [Epoch 46] Validation indivisual [2] class recall: 0.004667
2018-12-05 08:59:03.573531  [Epoch 46] Validation indivisual [2] class precision: 0.118644
2018-12-05 08:59:03.575254  

 Train one epoch  48 / 100
2018-12-05 09:10:20.665513  [Epoch 47] mean loss: 3.409473
2018-12-05 09:10:20.667460  [Epoch 47] heading rmse[deg]: 104.752372
2018-12-05 09:10:20.669215  [Epoch 47] class accuracy: 0.476114
2018-12-05 09:10:20.671007  [Epoch 47] avg class acc: 0.367699
2018-12-05 09:10:20.672718  [Epoch 47] indivisual [0] class recall: 0.323339
2018-12-05 09:10:20.674438  [Epoch 47] indivisual [0] class precision: 0.420634
2018-12-05 09:10:20.676996  [Epoch 47] indivisual [1] class recall: 0.732312
2018-12-05 09:10:20.678716  [Epoch 47] indivisual [1] class precision: 0.506218
2018-12-05 09:10:20.680606  [Epoch 47] indivisual [2] class recall: 0.047444
2018-12-05 09:10:20.682595  [Epoch 47] indivisual [2] class precision: 0.414563
2018-12-05 09:10:20.684361   Evaluation one (validation set) epoch  48 / 100
2018-12-05 09:11:07.555385  [Epoch 47] Validation mean loss: 14.570838
2018-12-05 09:11:07.557308  [Epoch 47] Validation heading rmse[deg]: 110.276551
2018-12-05 09:11:07.558968  [Epoch 47] Validation class accuracy: 0.449666
2018-12-05 09:11:07.561193  [Epoch 47] Validation avg class acc: 0.084062
2018-12-05 09:11:07.563318  [Epoch 47] Validation indivisual [0] class recall: 0.033424
2018-12-05 09:11:07.565150  [Epoch 47] Validation indivisual [0] class precision: 0.548354
2018-12-05 09:11:07.566779  [Epoch 47] Validation indivisual [1] class recall: 0.217261
2018-12-05 09:11:07.568563  [Epoch 47] Validation indivisual [1] class precision: 0.455314
2018-12-05 09:11:07.570398  [Epoch 47] Validation indivisual [2] class recall: 0.001500
2018-12-05 09:11:07.574533  [Epoch 47] Validation indivisual [2] class precision: 0.018692
2018-12-05 09:11:07.576390  

 Train one epoch  49 / 100
2018-12-05 09:22:22.203560  [Epoch 48] mean loss: 3.410804
2018-12-05 09:22:22.205493  [Epoch 48] heading rmse[deg]: 104.708647
2018-12-05 09:22:22.207204  [Epoch 48] class accuracy: 0.490515
2018-12-05 09:22:22.209206  [Epoch 48] avg class acc: 0.387362
2018-12-05 09:22:22.210960  [Epoch 48] indivisual [0] class recall: 0.336289
2018-12-05 09:22:22.212810  [Epoch 48] indivisual [0] class precision: 0.431539
2018-12-05 09:22:22.214442  [Epoch 48] indivisual [1] class recall: 0.742908
2018-12-05 09:22:22.216121  [Epoch 48] indivisual [1] class precision: 0.521228
2018-12-05 09:22:22.217784  [Epoch 48] indivisual [2] class recall: 0.082889
2018-12-05 09:22:22.219548  [Epoch 48] indivisual [2] class precision: 0.522775
2018-12-05 09:22:22.221361   Evaluation one (validation set) epoch  49 / 100
2018-12-05 09:23:08.922431  [Epoch 48] Validation mean loss: 5.322371
2018-12-05 09:23:08.924578  [Epoch 48] Validation heading rmse[deg]: 113.409530
2018-12-05 09:23:08.926333  [Epoch 48] Validation class accuracy: 0.437036
2018-12-05 09:23:08.928207  [Epoch 48] Validation avg class acc: 0.082438
2018-12-05 09:23:08.929910  [Epoch 48] Validation indivisual [0] class recall: 0.037608
2018-12-05 09:23:08.931624  [Epoch 48] Validation indivisual [0] class precision: 0.500703
2018-12-05 09:23:08.933205  [Epoch 48] Validation indivisual [1] class recall: 0.205456
2018-12-05 09:23:08.934727  [Epoch 48] Validation indivisual [1] class precision: 0.448508
2018-12-05 09:23:08.936385  [Epoch 48] Validation indivisual [2] class recall: 0.004250
2018-12-05 09:23:08.937968  [Epoch 48] Validation indivisual [2] class precision: 0.041941
2018-12-05 09:23:08.939597  

 Train one epoch  50 / 100
2018-12-05 09:34:19.924027  [Epoch 49] mean loss: 3.407552
2018-12-05 09:34:19.926088  [Epoch 49] heading rmse[deg]: 104.717567
2018-12-05 09:34:19.927916  [Epoch 49] class accuracy: 0.500978
2018-12-05 09:34:19.929897  [Epoch 49] avg class acc: 0.413034
